"","Address","Title","元.月","坪數","現況","押金","最短租期","樓層","型態","開伙","養寵物","可遷入日","車位","管理費","身份要求","社區","格局","法定用途","車位種類","車位類型","朝向","性別要求","隔間材料","權狀坪數","格局.1"
"843","台北市大安區復興南路一段62號","徵室友~忠孝復興捷運站乾淨入住全新裝璜","15000","20坪","分租套房","二個月","一年","4F/12F","電梯大樓","可以","可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"844","台北市信義區信義路四段265巷","信義路四段光復路口","4000","10坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"戶外廣場","平面式",NA,NA,NA,NA,NA
"845","台北市中正區汀州路二段","套房雅房近古亭金門街王貫英圖書館交通便利","10000","5坪","分租套房","二個月","一年","5F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"846","台北市大安區通化街101巷","【大套房出租】近101、通化夜市-讚","12800","6坪","獨立套房","二個月","一年","2F/4F","透天厝","可以","不可以","隨時","平面式停車位，費用另計","--","學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"847","台北市大安區和平東路二段175巷","雅房一間出租","8000","5坪","雅房","面議","兩年","1F/4F","公寓","不可以","不可以","2017-09-02","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"女生",NA,NA,NA
"848","台北市大安區金華街106巷","屋齡新屋況佳附大庭院近東門站永康商圈","27000","12坪","整層住家","二個月","一年","1F/7F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","藏運金華","1房1廳1衛1陽台","住家用",NA,NA,"坐東朝西",NA,NA,"15坪",NA
"849","台北市大安區金華街106巷","屋新屋況佳靜巷純住近東門站永康商圈","25000","10坪","獨立套房","二個月","一年","5F/7F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","藏運金華","有陽臺","住家用",NA,NA,"坐西朝東","男女生皆可",NA,"15坪",NA
"850","台北市中山區明水路","超優質、超便宜、美麗華商圈、高樓好屋","32000","11.68坪","獨立套房","面議","三個月","8F/12F","電梯大樓","可以","可以","隨時","無","2575元/月","學生、上班族、家庭","明水四季","有陽臺","商業用",NA,NA,NA,"男女生皆可",NA,"18.06坪",NA
"851","台北市南港區忠孝東路六段322巷7號","捷運昆陽站5分鐘近市場機能佳(有2間)","10000","5坪","分租套房","二個月","一年","3F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"852","台北市大安區光復南路318號","近國父紀念館,環境優美","26000","12.07坪","獨立套房","二個月","一年","5F/13F","電梯大樓","可以","可以","隨時","無","2353元/月","學生、上班族",NA,NA,NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"853","台北市大安區羅斯福路四段119巷","套房/雅房出租,近台大,台科大,公館商圈","12500","8坪","分租套房","一個月","半年","5F/7F","電梯大樓","不可以","不可以","隨時","無",NA,"學生",NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"854","台北市北投區長壽路27-1號","北投薇閣景觀屋","13500","10.65坪","獨立套房","面議","一年","3F/7F","電梯大樓","可以","不可以","隨時","機械式停車位，已含租金內","1250元/月","學生、上班族、家庭","別墅傳奇","有陽臺",NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"855","台北市北投區溫泉路71號","新北投雙捷運電梯套房全新粉刷~房東自租~","9500","9坪","獨立套房","二個月","一年","4F/7F","公寓","可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"856","台北市北投區富貴一路","明德捷運榮華特區面寬附車位住辦店面","35000","30坪","整層住家","二個月","一年","1F/7F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","榮華富貴","開放式格局","住商用",NA,NA,NA,NA,NA,NA,NA
"857","台北市文山區育英街2巷6號","文山區育英街，便宜雅房出租","8000","5坪","雅房","面議","一年","1F/1F","公寓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"858","台北市文山區育英街2巷6號","文山區育英街，便宜雅房出租","5000","3坪","雅房","面議","一年","1F/1F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"859","台北市內湖區成功路四段167巷16號","捷運內湖站2號出口--平面式坡道大車位","4000","13坪","車位","5,000","半年",NA,NA,NA,NA,NA,NA,NA,NA,"雄觀大樓",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"860","台北市大安區信義路四段30巷","捷運大安站1分，亮麗套房","8200","5坪","獨立套房","二個月","一年","2F/2F","公寓","不可以","不可以","隨時","無","無",NA,NA,"開放式格局",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"861","台北市信義區信義路五段127號","象山捷運3號出口旁飯店式管理大樓2房誠租","40000","28坪","整層住家","面議","一年","3F/19F","電梯大樓","可以","可以","隨時","無","4450元/月","學生、上班族、家庭","信義香榭","2房1廳1衛1陽台",NA,NA,NA,"坐西朝東",NA,NA,NA,NA
"862","台北市松山區南京東路四段","小巨蛋極新三房豪宅","87000","23.38坪","整層住家","二個月","一年","15F/15F","電梯大樓","可以","不可以","隨時","無","4427元/月","學生、上班族、家庭","青木淳","3房2廳2衛0陽台","住家用",NA,NA,"坐北朝南",NA,NA,"36.89坪",NA
"863","台北市萬華區環河南路三段","萬華中永和便利優質住宅","6000","6坪","雅房","面議","一年","3F/4F","公寓","可以","不可以","隨時","無",NA,NA,NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"864","台北市士林區格致路20巷1號","文化大學學生最愛，警衛電梯大樓","12000","9坪","獨立套房","二個月","半年","9F/9F","華廈","可以","可以","隨時","機械式停車位，費用另計","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"865","台北市中山區龍江路76巷","最適合上班族Loft風格稀有房款","14500","8坪","分租套房","二個月","一年","2F/4F","公寓","可以","不可以","隨時","無",NA,"上班族",NA,"開放式格局",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"866","台北市文山區興隆路四段105巷21號","早安再興平面大車位","3600","4.3坪","車位","二個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"早安再興",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"867","台北市士林區通河東街一段130巷","全新優質套房","12000","7坪","獨立套房","二個月","一年","3F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,"有陽臺",NA,NA,NA,"坐北朝南","女生",NA,NA,NA
"868","台北市內湖區行善路25巷","大中庭花園.安全舒適","25000","26坪","整層住家","二個月","一年","8F/8F","公寓","可以","不可以","隨時","平面式停車位，費用另計","--",NA,NA,"3房2廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"869","台北市大安區敦化南路二段55巷","優質敦南靜巷電梯華廈近信義安和站","35000","34.5坪","整層住家","二個月","一年","3F/7F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","敦化大廈","3房2廳2衛2陽台",NA,NA,NA,"坐南朝北",NA,NA,NA,NA
"870","台北市信義區吳興街34巷","近捷運101站,3樓公寓套房設備齊全","11600","6坪","分租套房","二個月","一年","3F/5F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"871","台北市內湖區港墘路26巷","兩房一廳,近園區,有陽台.流理台","21000","20坪","整層住家","二個月","一年","5F/5F","公寓","可以","不可以","隨時","無","無","上班族、家庭",NA,"2房1廳1衛1陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"872","台北市中山區林森北路399巷","【保證最低收費】A45林森北美套房","22000","12.18坪","獨立套房","面議","兩年","13F/13F","電梯大樓","可以","可以","隨時","無","--","學生、上班族","春暉新世界",NA,"住家用",NA,NA,NA,"男女生皆可",NA,NA,NA
"873","台北市文山區景興路","飯店模式-精緻設計-全新裝潢","20000","17坪","獨立套房","面議","一年","22F/24F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","台北文山區、巨星廣場","有陽臺",NA,NA,NA,"坐東北朝西南","男女生皆可",NA,NA,NA
"874","台北市文山區景興路","鋼骨套房交通方便(洽中勿再來電)","14500","13.78坪","獨立套房","二個月","一年","12F/24F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","巨星廣場","有陽臺",NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"875","台北市文山區景興路","文山優質學區,近景興國中整層分租","15000","3坪","雅房","一個月","一年","3F/7F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"876","台北市信義區和平東路三段371號","近捷運麟光站，四樓公寓小雅房、小套房","6500","5坪","雅房","一個月","三個月","4F/4F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"877","台北市大同區涼州街","首善車位出租(新式機械平面)民權西路捷站","3800","5坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"首善",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"878","台北市大安區大安路一段31巷","東區精華忠孝復興站便利舒適大雅房限女","12000","7坪","雅房","二個月","一年","5F/5F","公寓","可以","不可以","隨時","無",NA,"上班族",NA,NA,NA,NA,NA,NA,"女生","木板",NA,NA
"879","台北市士林區菁山路99巷40號","陽明山文化大學獨立進出套房好山好水","3500","6坪","獨立套房","一個月","半年","3F/3F","別墅","不可以","可以","隨時","平面式停車位，已含租金內","--","學生、上班族",NA,"樓中樓、有陽臺",NA,NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"880","台北市大同區承德路二段77號","中山首府經貿(上海銀行)車位出租地下四樓","4800","3.5坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"首府經貿大廈",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"881","台北市北投區中央南路一段1號","圓頂藝術廳-近北投市場/分局/捷運站","1800","2坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"圓頂藝術廳",NA,NA,"立體塔式","機械式",NA,NA,NA,NA,NA
"882","台北市文山區羅斯福路五段88-2號","臨近公館商圈師大分部三房兩<U+885E>","30000","38坪","整層住家","二個月","一年","6F/10F","電梯大樓","可以","不可以","隨時","無","2500元/月",NA,NA,"3房2廳2衛2陽台",NA,NA,NA,NA,NA,NA,NA,NA
"883","台北市信義區基隆路二段167巷","信義區基隆路二段近捷運雅房","4000","3坪","雅房","一個月","一年","頂樓加蓋/4F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可","木板",NA,NA
"884","台北市南港區南港路一段","全新裝潢獨立套房，距南港展覽館捷運站1分","15000","9坪","獨立套房","二個月","一年","3F/5F","公寓","不可以","不可以","隨時","無","--","學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"885","台北市信義區松平路","信義計畫區~亞歷山大名邸(外商最愛)~","90000","50坪","整層住家","二個月","一年","3F/15F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","8500元/月","上班族、家庭","亞歷山大","2房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"886","台北市大安區仁愛路四段345巷15弄15號","坡道平面車位!地點超好！","5500","5坪","車位","二個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"仁愛御府",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"887","台北市大同區涼州街2號","首善平面車位(安全有管理員)","5000","5坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"首善",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"888","台北市萬華區大理街","大理街捷運全新舒適電梯大樓(可開伙)","26000","22.67坪","整層住家","二個月","一年","3F/14F","電梯大樓","可以","不可以","隨時","機械式停車位，費用另計","--","學生、上班族、家庭","安家2more","1房1廳1衛1陽台","住家用",NA,NA,"坐南朝北",NA,NA,"24.89坪",NA
"889","台北市士林區後港街162巷","已出租勿來電","7000","4坪","獨立套房","一個月","一年","1F/4F","公寓","不可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"890","台北市大安區金山南路一段110巷18號","屋況新，2分鐘到東門捷運站","13000","6坪","獨立套房","一個月","一年","2F/5F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,NA,"女生",NA,NA,NA
"891","台北市信義區吳興街366巷","台北醫學院、吳興國小套房","13000","8坪","雅房","二個月","一年","頂樓加蓋/5F","公寓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺","住家用",NA,NA,NA,"男女生皆可",NA,NA,NA
"892","台北市文山區興隆路二段217巷","整層樓寓出租","45000","55坪","整層住家","二個月","一年","4F/4F","公寓","可以","不可以","2017-12-24","無","--",NA,NA,"5房2廳2衛1陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"893","台北市內湖區新豐街","五期唯一面游泳池景觀三房","75000","74.05坪","整層住家","面議","一年","5F/15F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","8105元/月","學生、上班族、家庭","名人賞","3房2廳3衛2陽台","住家用",NA,NA,"坐北朝南",NA,NA,NA,NA
"894","台北市大安區和平東路二段118巷","台大公寓三房【可做住辦】價格好談","36000","22.92坪","整層住家","面議","一年","1F/4F","公寓","可以","可以","隨時","無","--","學生、上班族、家庭",NA,"3房2廳2衛1陽台","住家用",NA,NA,NA,NA,NA,"22.92坪",NA
"895","台北市大安區復興南路二段151巷","優值社區雃房","7500","3坪","雅房","二個月","一年","9F/18F","電梯大樓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"896","台北市文山區興德路6巷8號","近萬芳醫院,中國科技大學","5000","4.5坪","雅房","二個月","一年","2F/4F","公寓","不可以","不可以","隨時","無",NA,"學生",NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"897","台北市文山區景明街84巷","萬隆捷運步行5分鐘.包水電瓦斯網路第四台","6000","5坪","雅房","二個月","一年","4F/4F","公寓","不可以","不可以","隨時","無",NA,NA,NA,"有陽臺",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"898","台北市大安區和平東路二段175巷44弄4號","科技大樓旁套房","11000","7坪","獨立套房","二個月","一年","3F/4F","公寓","不可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"899","台北市大安區和平東路二段175巷44弄4號","師大，台大，北教大，科技大樓","8000","8坪","雅房","面議","一年","3F/4F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"900","台北市大安區敦化南路一段160巷","★東區生活圈★雙拼3房公寓","38000","30坪","整層住家","二個月","一年","4F/4F","公寓","可以","可以","隨時","無","無","學生、上班族、家庭","東區公寓","3房2廳1衛2陽台","住家用",NA,NA,NA,NA,NA,"30坪",NA
"901","台北市大安區信義路二段","★京華苑★高樓後棟安靜★三房帶車位★","90000","65坪","整層住家","二個月","兩年","11F/14F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","6645元/月","上班族、家庭","京華苑","3房2廳2衛2陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"902","台北市大安區信義路二段","東門捷運景觀管理美居","27000","15.14坪","獨立套房","二個月","一年","9F/13F","電梯大樓","可以","不可以","隨時","無","2580元/月","學生、上班族、家庭","典菁品",NA,NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"903","台北市士林區大亨路","陽明山大亨別墅","45000","45.5坪","整層住家","二個月","一年","整棟/2F","別墅","可以","可以","隨時","無","2000元/月","上班族、家庭",NA,"5房2廳3衛0陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"904","台北市士林區中庸五路38號","陽明綠莊別墅","50000","55.73坪","整層住家","二個月","一年","整棟/2F","別墅","可以","可以","隨時","無","6000元/月","上班族、家庭","陽明綠莊","5房2廳3衛0陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"905","台北市信義區莊敬路391巷","套房出租長短期~可談","10500","5坪","分租套房","一個月","三個月","B1/7F","電梯大樓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"906","台北市中山區錦州街154號","交通便利生活機能佳","8000","6坪","獨立套房","面議","一年","3F/5F","公寓","可以","可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"907","台北市北投區東華街二段18巷","石牌捷運旁~獨立套房~全新裝潢","9200","5坪","獨立套房","二個月","一年","4F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,"住家用",NA,NA,NA,"女生",NA,NA,NA
"908","台北市南港區重陽路125巷","白白屋。精簡風裝潢，挑高。近昆陽捷運站。","23000","17坪","整層住家","二個月","一年","7F/11F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","1664元/月",NA,"晶鑽凱悅","2房1廳1衛0陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"909","台北市萬華區康定路103號","台北晶麒～終極殺陣～大師房屋鄭超文","4500","10.19坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"台北晶麒",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"910","台北市中山區北安路589號","彰化銀行本棟機械車位便宜租","2500","3坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"911","台北市萬華區長順街","萬華區全新裝潢套房出租","7900","6坪","分租套房","二個月","一年","2F/4F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"912","台北市信義區基隆路二段79巷30弄3號","三興國小後面之停車位","4000","4坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"信義世爵",NA,NA,"立體塔式","機械式",NA,NA,NA,NA,NA
"913","台北市內湖區金湖路45號","近AIT/捷運內湖站現代日式極簡","75000","61坪","整層住家","二個月","一年","7F/14F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","5000元/月","上班族、家庭","美麗大湖","4房2廳2衛1陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"914","台北市中正區重慶南路三段","靠近中正橋頭，附近生活機能良好-全新裝潢","9500","9坪","獨立套房","二個月","一年","5F/5F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"915","台北市大安區信義路三段31巷","大安森林公園站-幸安金華邊間電梯華廈4房","50000","43坪","整層住家","面議","一年","2F/7F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","聖安大廈","4房2廳2衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"916","台北市大安區濟南路三段5巷","捷運忠孝新生站高級獨立套房廚房天然瓦斯爐","17800","15坪","獨立套房","面議","一年","3F/5F","公寓","可以","不可以","隨時","無","--","學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"917","台北市北投區石牌路二段331巷","1樓獨立門戶院子天然瓦斯爐近榮總醫生宿舍","16800","15坪","獨立套房","面議","一年","1F/5F","公寓","可以","可以","隨時","無","--","學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"918","台北市士林區社中街298巷","台北士林優質雅房","4500","5坪","雅房","二個月","一年","3F/4F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","木板",NA,NA
"919","台北市信義區忠孝東路五段101號","《忠孝101》捷運市政府站，車位出租！","4500","4.77坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"忠孝101",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"920","台北市大安區通化街137弄30號","優質精緻★個人★小小套房（近通化夜市）","11000","6坪","獨立套房","二個月","一年","4F/5F","公寓","不可以","不可以","隨時",NA,"--",NA,NA,"開放式格局",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"921","台北市中山區新生北路二段108號","近捷運中山國小","9500","9坪","整層住家","二個月","一年","6F/14F","電梯大樓","可以","不可以","隨時","無","515元/月","學生、上班族、家庭","錦新大樓","1房1廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"922","台北市文山區忠順街二段85巷","忠順大院朝南大戶","65000","39坪","整層住家","二個月","一年","8F/15F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","8038元/月",NA,"忠順大院","4房2廳2衛2陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"923","台北市士林區中山北路七段220巷9號","天母靜巷綠意75坪庭院經典大華廈+車位","42000","75坪","整層住家","二個月","一年","1F/4F","公寓","可以","可以","隨時","平面式停車位，已含租金內","--","學生、上班族、家庭",NA,"4房2廳2衛4陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"924","台北市大安區和平東路一段85巷6號","大安區和平東路一段美寓雅房出租","7000","4坪","雅房","二個月","半年","5F/6F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺",NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"925","台北市內湖區南京東路六段350號","B1平面式大車位","3200","10坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"I-come",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"926","台北市中正區羅斯福路二段70號","租古亭捷運坡道平面好停大車位","5000","1坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"927","台北市萬華區貴陽街二段","近龍山寺西門捷運站台北護理學院台北醫學院","30000","5坪","分租套房","二個月","一年","4F/5F","公寓","不可以","不可以","隨時","無",NA,"學生",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"928","台北市中山區民生東路一段75號","住家商用均方便","17000","20.14坪","整層住家","二個月","一年","3F/3F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房2廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"929","台北市中山區民生東路一段75號","住家商用皆可","17000","20.14坪","整層住家","面議","一年","2F/3F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房2廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"930","台北市中山區民生東路一段61巷3號","住宅安靜交通方便","19000","23.1坪","整層住家","面議","一年","4F/4F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房2廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"931","台北市中山區民生東路一段61巷3號","靜巷住家交通方便","19000","23.1坪","整層住家","二個月","一年","3F/4F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房2廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"932","台北市中山區民生東路一段61巷3號","住家商用皆宜","24000","23.1坪","整層住家","二個月","一年","1F/4F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房1廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"933","台北市中山區民生東路一段61巷3號","一巷住宅安靜交通方便","19000","23.1坪","整層住家","二個月","一年","2F/4F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"2房2廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"934","台北市中山區民族東路410巷","榮星花園旁電梯雙併華廈雅房分租","8500","5坪","雅房","一個月","一年","2F/7F","電梯大樓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,"有陽臺","住家用",NA,NA,NA,"女生","水泥磚牆","34坪",NA
"935","台北市中正區桃源街13號","博愛特區高雅獨立套房","14000","14坪","獨立套房","面議","一年","8F/8F","公寓","可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"936","台北市中山區民生東路一段61巷1號","靜巷整棟透天","46000","45.2坪","其他","二個月","一年","整棟/4F","公寓","可以","可以","2017-09-09","無","--","學生、上班族、家庭",NA,"4房4廳4衛3陽台",NA,NA,NA,NA,NA,NA,NA,NA
"937","台北市文山區羅斯福路四段202號","台大,公館,管理,挑高3米6精緻小套房","17000","9.6坪","獨立套房","二個月","一年","4F/12F","電梯大樓","可以","可以","隨時","無","1446元/月",NA,"夏朵","樓中樓",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"938","台北市中正區汀州路125巷","中正區汀州路一段裝潢含傢俱套房","10000","5.5坪","分租套房","二個月","一年","2F/4F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"939","台北市中正區晉江街48巷","古亭捷運2號2分鐘優空中花園獨立雅房","5200","3坪","雅房","二個月","一年","6F/6F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"940","台北市信義區永吉路120巷20號","信義Tempo地下二樓機械式停車位","5000","5坪","車位","一個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"信義TEMPO",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"941","台北市萬華區大里街","重機--停車格","1800","2坪","車位","1,000","半年",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"942","台北市萬華區西寧南路","西門町鬧區內.近西門北門捷運站雙捷運套房","11500","4坪","獨立套房","二個月","一年","3F/4F","電梯大樓","不可以","不可以","隨時","無","--","學生、上班族、家庭","萬華區",NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"943","台北市大安區瑞安街135巷","瑞安街稀有一樓出租(可住、辦)","65000","80坪","整層住家","面議","一年","1F/6F","公寓","可以","不可以","隨時","無","--","上班族、家庭",NA,"5房2廳3衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"944","台北市大安區泰順街54巷","台師大文教區，雅房出租，適合上班族或學生","4500","3.5坪","雅房","一個月","半年","B1/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"945","台北市北投區東陽街499號","『溫馨大套房$9500』頂樓加蓋","10000","14坪","整層住家","一個月","一年","7F/7F","公寓","可以","不可以","隨時","無","--",NA,NA,"1房1廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"946","台北市大安區瑞安街264巷","時尚樂活單身套房*優惠:8/21前有效","17900","10坪","獨立套房","二個月","一年","3F/4F","公寓","不可以","不可以","隨時","無","無","學生、上班族","大安區‧瑞安街",NA,NA,NA,NA,"坐西南朝東北","女生",NA,NA,NA
"947","台北市文山區木柵路一段79巷","世新管院便利雅房","4900","3坪","雅房","二個月","一年","1F/4F","公寓","不可以","不可以","隨時","無",NA,"學生",NA,NA,NA,NA,NA,NA,"男生","其他",NA,NA
"948","台北市信義區松山路119巷","松山車站五分埔內附家具(限女性)","6500","4坪","雅房","一個月","一年","5F/5F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
